"RC_ID","ROUTE SIGNING","ROUTE","ROAD NUMBER","ROAD NAME","END MILEPOINT","BEGIN DESCRIPTION","END DESCRIPTION","COUNTY","MUNICIPALITY NAME","MUNICIPALITY TYPE","SEASONAL FACTOR GROUP","FUNCTIONAL CLASS"
"470488","NY"," 31",,"MAIN ST","98.02","WAYNE CO LINE 1ST TIME","RTS 350 31F MACEDON","WAYNE","MACEDON","TOWN","40","14"
"470493","NY"," 31",,"W MAIN ST","101.51","RTS 350 31F MACEDON","START RT 21 OLAP PALMYRA","WAYNE","MACEDON","TOWN","40","02"
"470497","NY"," 31",,"E MAIN ST","106.33","END RT 21 OLAP PALMYRA","ONTARIO CO LINE","WAYNE","PALMYRA","TOWN","30","14"
"440035","NY"," 31",,,"107.15","ONTARIO CO LINE","WAYNE CO LINE 2ND TM","ONTARIO","MANCHESTER","TOWN","40","14"
"470499","NY"," 31",,"W UNION ST","110.16","WAYNE CO LINE 2ND TM","RT 88 NEWARK","WAYNE","ARCADIA","TOWN","30","14"
"470504","NY"," 31",,"E UNION ST","116.14","RT 88 NEWARK","RT 14","WAYNE","ARCADIA","TOWN","30","14"
"470508","NY"," 31",,"FORGHAM RD","122.06","RT 14","CR 250 ROSE VALLEY RD","WAYNE","GALEN","TOWN","30","06"
"470509","NY"," 31",,"W GENESEE ST","123.59","CR 250 ROSE VALLEY RD","RT 414 CLYDE","WAYNE","CLYDE","VILLAGE","30","06"
"470511","NY"," 31",,"E GENESEE ST","126.23","RT 414 CLYDE","CR 270 DABOLL RD","WAYNE","GALEN","TOWN","30","06"
"470346","NY"," 31",,,"129.98","CR 270 DABOLL RD","START RT 89 OLAP SAVANNAH","WAYNE","SAVANNAH","TOWN","30","06"
"470345","NY"," 31",,,"133.21","START RT 89 OLAP SAVANNAH","END RT 89 OLAP","WAYNE","SAVANNAH","TOWN","40","06"
"470010","NY"," 31",,,"133.28","END RT 89 OLAP","SENECA CO LINE","WAYNE","SAVANNAH","TOWN","40","06"
"350428","NY"," 31",,,"135.04","SENECA CO LINE","CAYUGA CO LINE","SENECA","TYRE","TOWN","40","06"
"310016","NY"," 31",,,"135.42","CAYUGA CO LINE","RT 90 MONTEZUMA","CAYUGA","MONTEZUMA","TOWN","40","06"
"310045","NY"," 31",,,"139.55","RT 90 MONTEZUMA","START RT 38 OLAP","CAYUGA","MENTZ","TOWN","40","06"
"310573","NY"," 31",,,"139.95","START RT 38 OLAP","END RT 38 OLAP","CAYUGA","PORT BYRON","VILLAGE","40","06"
"310044","NY"," 31",,,"143.34","END RT 38 OLAP","W BRUTUS ST RD WEEDSPORT","CAYUGA","MENTZ","TOWN","40","06"
"310047","NY"," 31",,,"143.89","W BRUTUS ST RD WEEDSPORT","RT 34","CAYUGA","WEEDSPORT","VILLAGE","40","06"
"310049","NY"," 31",,,"147.26","RT 34","ONONDAGA CO LINE","CAYUGA","BRUTUS","TOWN","40","06"
"330049","NY"," 31",,,"148.33","ONONDAGA CO LINE","RT 317 JORDAN","ONONDAGA","ELBRIDGE","TOWN","40","06"
"330191","NY"," 31",,,"154.22","RT 317 JORDAN","RT 173","ONONDAGA","ELBRIDGE","TOWN","30","06"
"330195","NY"," 31",,,"158.07","RT 173","CR272 W DEAD CRK RD","ONONDAGA","VAN BUREN","TOWN","30","06"
"330216","NY"," 31",,,"158.65","CR272 W DEAD CRK RD","ACC RAMPS TO NY690","ONONDAGA","VAN BUREN","TOWN","30","16"
"330217","NY"," 31",,,"158.78","ACC RAMPS TO NY690","START RT 690 OLAP","ONONDAGA","VAN BUREN","TOWN","30","16"
"330069","NY"," 31",,,"159.68","START RT 690 OLAP","END RT 690 OLAP","ONONDAGA","VAN BUREN","TOWN","30","12"
"330071","NY"," 31",,,"160.16","END RT 690 OLAP","START RT 370 OLAP","ONONDAGA","LYSANDER","TOWN","30","12"
"330070","NY"," 31",,,"161.70","START RT 370 OLAP","RT48","ONONDAGA","LYSANDER","TOWN","30","14"
"330200","NY"," 31",,,"162.00","RT48","END RT 370 OLAP","ONONDAGA","BALDWINSVILLE","VILLAGE","30","14"
"330251","NY"," 31",,,"162.99","END RT 370 OLAP","START RT 631 OLAP","ONONDAGA","BALDWINSVILLE","VILLAGE","30","14"
"330252","NY"," 31",,,"163.48","START RT 631 OLAP","END RT 631 OLAP","ONONDAGA","LYSANDER","TOWN","30","14"
"330253","NY"," 31",,,"164.81","END RT 631 OLAP","TOWN OF LYSANDER AND TOWN OF","ONONDAGA","LYSANDER","TOWN","30","14"
"330209","NY"," 31",,,"165.62","TOWN OF LYSANDER AND TOWN OF","CR 91 OLD RT 57","ONONDAGA","CLAY","TOWN","30","14"
"330215","NY"," 31",,,"167.23","CR 91 OLD RT 57","RT 481 IS UNDER","ONONDAGA","CLAY","TOWN","30","14"
"330076","NY"," 31",,,"167.93","RT 481 IS UNDER","EUCLID MORGAN RD","ONONDAGA","CLAY","TOWN","40","14"
"330227","NY"," 31",,,"173.06","EUCLID MORGAN RD","RT 11 CICERO","ONONDAGA","CLAY","TOWN","40","14"
"330229","NY"," 31",,,"173.24","RT 11 CICERO","JCT RT 81I","ONONDAGA","CICERO","TOWN","30","16"
"330232","NY"," 31",,,"175.07","JCT RT 81I","S BAY RD","ONONDAGA","CICERO","TOWN","30","16"
"330233","NY"," 31",,,"178.75","S BAY RD","LK SHORE RD","ONONDAGA","CICERO","TOWN","40","16"
"330236","NY"," 31",,,"181.07","LK SHORE RD","RT 298 BRIDGEPORT","ONONDAGA","CICERO","TOWN","40","16"
"330115","NY"," 31",,,"181.16","RT 298 BRIDGEPORT","MADISON CO LINE","ONONDAGA","CICERO","TOWN","40","16"
"240031","NY"," 31",,,"181.28","MADISON CO LINE","CR 1 KIRKVILLE RD","MADISON","SULLIVAN","TOWN","40","16"
"240019","NY"," 31",,,"190.02","CR 1 KIRKVILLE RD","CR 5 N MAIN ST","MADISON","SULLIVAN","TOWN","40","06"
"240115","NY"," 31",,,"192.96","CR 5 N MAIN ST","RT 13 SOUTH BAY","MADISON","LENOX","TOWN","40","06"
"240127","NY"," 31",,,"194.14","RT 13 SOUTH BAY","RT 316 ONEIDA VALLEY","MADISON","LENOX","TOWN","40","06"
"240013","NY"," 31",,,"194.18","RT 316 ONEIDA VALLEY","ONEIDA CO LINE","MADISON","LENOX","TOWN","40","06"
"260422","NY"," 31",,,"196.52","ONEIDA CO LINE","RT 46","ONEIDA","VERONA","TOWN","40","06"
"260181","NY"," 31",,,"201.65","RT 46","RT 365","ONEIDA","VERONA","TOWN","40","06"
"260122","NY"," 31",,,"205.68","RT 365","START RT 5 OLAP","ONEIDA","VERONA","TOWN","40","07"
"260123","NY"," 31",,,"206.94","END RT5 OLAP","N ENTRANCE VERNON DNS","ONEIDA","VERNON","TOWN","60","07"
"260124","NY"," 31",,,"207.50","N ENTRANCE VERNON DNS","CR 13 YOUNGS RD","ONEIDA","VERNON","TOWN","60","07"
"260125","NY"," 31",,,"208.74","CR 13 YOUNGS RD","RT 26 END 31 VERNON CT","ONEIDA","VERNON","TOWN","40","07"
"450513","NY"," 31A",,"MAPLE RIDGE RD","3.26","RTS 31 63","CR 8 MILLVILLE","ORLEANS","SHELBY","TOWN","30","06"
"450003","NY"," 31A",,,"10.04","CR 8 MILLVILLE","RT 98","ORLEANS","BARRE","TOWN","30","06"
"450001","NY"," 31A",,,"12.54","RT 98","CR 30A","ORLEANS","ALBION","TOWN","30","06"
"450005","NY"," 31A",,,"16.65","CR 30A","N MANNING RD","ORLEANS","BARRE","TOWN","30","06"
"450514","NY"," 31A",,,"17.85","N MANNING RD","RT 237 CLARENDON","ORLEANS","CLARENDON","TOWN","30","06"
"450515","NY"," 31A",,,"21.38","RT 237 CLARENDON","MONROE CO LINE","ORLEANS","CLARENDON","TOWN","30","06"
"430115","NY"," 31A",,,"22.89","MONROE CO LINE","REDMAN RD JCT RT 31 END 31A","MONROE","SWEDEN","TOWN","30","06"
"540421","NY"," 31E",,,"0.51","RT 31 START 271 OLAP","END 271 OLAP MIDDLEPORT","NIAGARA","MIDDLEPORT","VILLAGE","30","07"
"540527","NY"," 31E",,,"1.32","END 271 OLAP MIDDLEPORT","ORLEANS CO LINE","NIAGARA","MIDDLEPORT","VILLAGE","30","07"
"450004","NY"," 31E",,"W CENTER ST","5.05","ORLEANS CO LINE","START 63 OLAP MEDINA","ORLEANS","SHELBY","TOWN","30","16"
"450136","NY"," 31E",,"W CENTER ST","5.29","START 63 OLAP MEDINA","RT 31 END RTE 63 OLAP","ORLEANS","MEDINA","VILLAGE","30","16"
"430517","NY"," 31F",,,"0.63","RT 96","RT 490I IS OVER WITH CONN","MONROE","PITTSFORD","TOWN","30","16"
"430518","NY"," 31F",,,"1.06","RT 490I IS OVER WITH CONN","RT 153","MONROE","PITTSFORD","TOWN","30","16"
"430519","NY"," 31F",,"W CHURCH ST","4.10","RT 153","JCT RT 250 FAIRPORT","MONROE","PITTSFORD","TOWN","30","16"
"430522","NY"," 31F",,,"4.59","JCT RT 250 FAIRPORT","CR 50 TURKHILL RD","MONROE","FAIRPORT","VILLAGE","30","17"
"430515","NY"," 31F",,"TURK HILL RD","5.02","CR 50 TURKHILL RD","OLD RT 31F","MONROE","PERINTON","TOWN","30","16"
"430183","NY"," 31F",,,"6.70","OLD RT 31F","LYNDON RD CR 44","MONROE","PERINTON","TOWN","30","16"
"430521","NY"," 31F",,,"8.25","LYNDON RD CR 44","WAYNE CO LINE","MONROE","PERINTON","TOWN","30","16"
"470487","NY"," 31F",,,"11.86","WAYNE CO LINE","START RT 350 OLAP","WAYNE","MACEDON","TOWN","30","16"
"470489","NY"," 31F",,"ONTARIO CNTR RD","13.59","START RT 350 OLAP","RT 31 MACEDON END RT 350 OLA","WAYNE","MACEDON","TOWN","40","06"
"830066","NY"," 32",,,"1.32","RT 17 HARRIMAN","SMITH CLOVE RD CR 9","ORANGE","WOODBURY","TOWN","30","16"
"830234","NY"," 32",,,"2.46","SMITH CLOVE RD CR 9","CR 105 HIGHLAND RD","ORANGE","WOODBURY","TOWN","30","16"
"830137","NY"," 32",,,"9.72","CR 105 HIGHLAND RD","CR 107 ORRS MILL NEWBURGH UR","ORANGE","WOODBURY","TOWN","30","16"
"830235","NY"," 32",,,"11.48","CR 107 ORRS MILL NEWBURGH UR","RT 94 VAILS GATE","ORANGE","CORNWALL","TOWN","30","16"
"830071","NY"," 32",,,"13.28","RT 94 VAILS GATE","CR 69 UNION AVE","ORANGE","NEW WINDSOR","TOWN","30","14"
"830236","NY"," 32",,"LAKE ST","15.08","CR 69 UNION AVE","START 17K OLAP","ORANGE","NEW WINDSOR","TOWN","30","14"
"830036","NY"," 32",,,"16.89","END 9W OLAP","ACC RTS 52 &84I WB","ORANGE","NEWBURGH","TOWN","30","16"
"830240","NY"," 32",,,"17.45","ACC RTS 52 &84I WB","GARDNERTOWN RD","ORANGE","NEWBURGH","TOWN","30","16"
"830241","NY"," 32",,,"19.87","GARDNERTOWN RD","RT 300 CRONOMER VLY","ORANGE","NEWBURGH","TOWN","30","16"
"830242","NY"," 32",,,"21.63","RT 300 CRONOMER VLY","CR 86 FOSTERTOWN RD","ORANGE","NEWBURGH","TOWN","30","16"
"830089","NY"," 32",,,"23.58","CR 86 FOSTERTOWN RD","ULSTER CO LN","ORANGE","NEWBURGH","TOWN","30","16"
"860243","NY"," 32",,,"29.07","ULSTER CO LN","RTS 44 55 MODENA","ULSTER","PLATTEKILL","TOWN","30","17"
"860244","NY"," 32",,,"34.95","RTS 44 55 MODENA","START 299 OLAP","ULSTER","NEW PALTZ","TOWN","30","17"
"860245","NY"," 32",,,"35.46","START 299 OLAP","END 299 OLAP NEW PALTZ","ULSTER","NEW PALTZ","VILLAGE","30","14"
"860025","NY"," 32",,,"38.02","END 299 OLAP NEW PALTZ","CR 154 HORSENDEN RD","ULSTER","NEW PALTZ","TOWN","30","16"
"860270","NY"," 32",,,"40.28","CR 154 HORSENDEN RD","START 213 OLAP TILLSON","ULSTER","NEW PALTZ","TOWN","30","16"
"860247","NY"," 32",,,"42.83","START 213 OLAP TILLSON","END 213 OLAP ROSENDALE","ULSTER","ROSENDALE","TOWN","30","16"
"860248","NY"," 32",,,"46.18","END 213 OLAP ROSENDALE","DEWITT MILLS RD","ULSTER","ROSENDALE","TOWN","30","16"
"860249","NY"," 32",,,"48.17","DEWITT MILLS RD","ROCKWELL","ULSTER","ULSTER","TOWN","30","16"
"860020","NY"," 32",,"BOULEVARD","48.91","ROCKWELL","GOLDEN HILL DR","ULSTER","KINGSTON","CITY","30","16"
"860026","NY"," 32",,"BOULEVARD","49.24","GOLDEN HILL DR","WASHINGTON AVE","ULSTER","KINGSTON","CITY","30","16"
"860033","NY"," 32",,"BOULEVARD","49.34","WASHINGTON AVE","GREENKILL/WALL ST","ULSTER","KINGSTON","CITY","30","16"
"860041","NY"," 32",,"WALL ST","49.48","GREENKILL/WALL ST","WALL ST/HENRY ST","ULSTER","KINGSTON","CITY","30","16"
"860042","NY"," 32",,"HENRY ST","49.69","WALL ST/HENRY ST","START RT 213 OLAP","ULSTER","KINGSTON","CITY","30","16"
"860003","NY"," 32",,"HENRY ST","50.01","START RT 213 OLAP","END 213 OLP @ HENRY & BRDWY","ULSTER","KINGSTON","CITY","30","16"
"860010","NY"," 32",,"BROADWAY","50.34","END 213 OLP @ HENRY & BRDWY","587I & 28 / ALBANY AVE","ULSTER","KINGSTON","CITY","30","14"
"860665","NY"," 32",,"ALBANY AVE","50.98","587I & 28 / ALBANY AVE","FLATBUSH AVE","ULSTER","KINGSTON","CITY","30","14"
"860250","NY"," 32",,"FLATBUSH AVE","51.87","FLATBUSH AVE","START RT 9W OLAP","ULSTER","KINGSTON","CITY","30","16"
"860251","NY"," 32",,,"54.54","END RT 9W OLAP","RT 199","ULSTER","ULSTER","TOWN","30","14"
"860269","NY"," 32",,,"56.16","RT 199","CR 152 KUKUK LANE","ULSTER","ULSTER","TOWN","30","17"
"860252","NY"," 32",,,"60.14","CR 152 KUKUK LANE","START 9W OLAP","ULSTER","SAUGERTIES","TOWN","30","17"
"860055","NY"," 32",,,"63.62","END 9W OLAP START 212 OLAP S","ACC RT 87I NB","ULSTER","SAUGERTIES","VILLAGE","30","17"
"860054","NY"," 32",,,"63.70","ACC RT 87I NB","END 212 OLAP","ULSTER","SAUGERTIES","TOWN","40","17"
"860027","NY"," 32",,,"63.91","END 212 OLAP","ACC RT 87I SB","ULSTER","SAUGERTIES","TOWN","40","06"
"860254","NY"," 32",,,"65.58","ACC RT 87I SB","CR 89 MALDEN TPK","ULSTER","SAUGERTIES","TOWN","40","06"
"860255","NY"," 32",,,"69.74","CR 89 MALDEN TPK","RT 32A","ULSTER","SAUGERTIES","TOWN","40","06"
"860015","NY"," 32",,,"70.81","RT 32A","GREENE CO LINE","ULSTER","SAUGERTIES","TOWN","40","06"
"130046","NY"," 32",,,"72.42","GREENE CO LINE","RT 23A","GREENE","CATSKILL","TOWN","40","06"
"130047","NY"," 32",,,"74.53","RT 23A","GAME FARM RD","GREENE","CATSKILL","TOWN","40","06"
"130012","NY"," 32",,,"77.00","GAME FARM RD","CR 46","GREENE","CATSKILL","TOWN","40","06"
"130048","NY"," 32",,,"79.77","CR 46","CR 23B","GREENE","CAIRO","TOWN","40","06"
"130557","NY"," 32",,,"80.02","CR 23B","START RT 23 OLAP","GREENE","CAIRO","TOWN","40","06"
"130402","NY"," 32",,,"85.61","END RT 23 OLAP CAIRO","CR 67 FREEHOLD","GREENE","CAIRO","TOWN","40","07"
"130028","NY"," 32",,,"89.87","CR 67 FREEHOLD","RT 81 GREENVILLE","GREENE","GREENVILLE","TOWN","40","07"
"130049","NY"," 32",,,"91.38","RT 81 GREENVILLE","ALBANY CO LINE","GREENE","GREENVILLE","TOWN","40","07"
"110034","NY"," 32",,,"91.84","ALBANY CO LINE","CR 405","ALBANY","WESTERLO","TOWN","40","07"
"110042","NY"," 32",,,"96.05","CR 405","START 143 OLAP DORMANS","ALBANY","WESTERLO","TOWN","40","07"
"110041","NY"," 32",,,"98.36","START 143 OLAP DORMANS","END 143 OLAP","ALBANY","WESTERLO","TOWN","40","07"
"110483","NY"," 32",,,"101.82","END 143 OLAP","CR 301 MEADS COR","ALBANY","COEYMANS","TOWN","40","07"
"110510","NY"," 32",,,"105.56","CR 301 MEADS COR","CR 308 FEURA BUSH","ALBANY","NEW SCOTLAND","TOWN","40","07"
"110058","NY"," 32",,,"106.34","CR 308 FEURA BUSH","CREBLE RD","ALBANY","NEW SCOTLAND","TOWN","30","07"
"110059","NY"," 32",,,"108.23","CREBLE RD","RT 910A FEURA BUSH RD","ALBANY","BETHLEHEM","TOWN","30","16"
"110060","NY"," 32",,"ELM AVE EXT","108.69","RT 910A FEURA BUSH RD","ELM AVE","ALBANY","BETHLEHEM","TOWN","30","16"
"110102","NY"," 32",,"ELM AVE","109.06","ELM AVE","DELMAR BYPASS","ALBANY","BETHLEHEM","TOWN","30","16"
"110103","NY"," 32",,,"110.29","DELMAR BYPASS","RT 335","ALBANY","BETHLEHEM","TOWN","30","12"
"110104","NY"," 32",,,"112.33","RT 335","START 9W OLAP","ALBANY","BETHLEHEM","TOWN","30","12"
"110106","NY"," 32",,,"113.36","END RT 9W OLAP","RT 144 JCT","ALBANY","BETHLEHEM","TOWN","30","16"
"110107","NY"," 32",,,"113.41","RT 144 JCT","ALBANY S CITY LN","ALBANY","BETHLEHEM","TOWN","30","16"
"110005","NY"," 32",,"PEARL ST S","114.89","ALBANY S CITY LN","ACC RT 787I SERVICE RD","ALBANY","ALBANY","CITY","30","16"
"110020","NY"," 32",,"GREEN ST","114.95","ACC RT 787I SERVICE RD","ACC CHURCH & GREEN ST","ALBANY","ALBANY","CITY","30","16"
"110009","NY"," 32",,"PEARL ST S","115.54","ACC CHURCH & GREEN ST","START RT 20 OLAP MADISON AVE","ALBANY","ALBANY","CITY","30","16"
"110010","NY"," 32",,"PEARL ST S","115.84","END RT 20 OLAP","RT 5","ALBANY","ALBANY","CITY","30","14"
"110072","NY"," 32",,"PEARL ST N","116.18","RT 5","RT 9 CLINTON AVE","ALBANY","ALBANY","CITY","30","16"
"110016","NY"," 32",,"PEARL ST N","117.10","RT 9 CLINTON AVE","LOUDONVILLE RD","ALBANY","ALBANY","CITY","30","16"
"110088","NY"," 32",,"PEARL ST N","118.08","LOUDONVILLE RD","RT 910C JCT BROADWAY MENANDS","ALBANY","ALBANY","CITY","30","16"
"110179","NY"," 32",,"BROADWAY","118.69","RT 910C JCT BROADWAY MENANDS","ACC RT 787I-RT 913T JCT","ALBANY","MENANDS","VILLAGE","30","16"
"110091","NY"," 32",,"BROADWAY","119.74","ACC RT 787I-RT 913T JCT","RT 378 OVER-MENANDS","ALBANY","MENANDS","VILLAGE","30","16"
"110094","NY"," 32",,"BROADWAY","120.49","RT 378 OVER-MENANDS","WATERVLIET S CITY LN","ALBANY","MENANDS","VILLAGE","30","16"
"110095","NY"," 32",,"THIRD AVE","121.71","WATERVLIET S CITY LN","13TH ST","ALBANY","WATERVLIET","CITY","30","16"
"110182","NY"," 32",,"THIRTEENTH ST","121.85","13TH ST","RT 155 JCT","ALBANY","WATERVLIET","CITY","30","16"
"110183","NY"," 32",,"SECOND AVE","122.32","RT 155 JCT","RT 2 JCT","ALBANY","WATERVLIET","CITY","30","16"
"110175","NY"," 32",,"SECOND AVE","122.52","RT 2 JCT","23RD ST","ALBANY","WATERVLIET","CITY","30","16"
"110186","NY"," 32",,"SECOND AVE","123.70","23RD ST","ACCESS TO RT 787I AT TIBBETS","ALBANY","COLONIE","TOWN","30","16"
"110177","NY"," 32",,"SARATOGA ST","124.52","ACCESS TO RT 787I AT TIBBETS","DYKE AVE-ACCESS RT 787","ALBANY","COHOES","CITY","30","16"
"110165","NY"," 32",,"SARATOGA ST","125.37","DYKE AVE-ACCESS RT 787","RT 470 JCT ONTARIO ST","ALBANY","COHOES","CITY","30","16"
"110019","NY"," 32",,"SARATOGA ST","125.67","RT 470 JCT ONTARIO ST","SARATOGA CO LINE","ALBANY","COHOES","CITY","30","14"
"150512","NY"," 32",,,"126.73","SARATOGA CO LINE","WATERFORD VL","SARATOGA","WATERFORD","TOWN","30","14"
"150513","NY"," 32",,,"126.89","WATERFORD VL","BROAD ST / EIGHTH ST","SARATOGA","WATERFORD","VILLAGE","30","14"
"150514","NY"," 32",,,"127.20","BROAD ST / EIGHTH ST","START 4 OLAP WATERFORD","SARATOGA","WATERFORD","VILLAGE","30","14"
"150579","NY"," 32",,,"143.61","END 4 OLAP BEMIS HGTS","RT 423 JCT","SARATOGA","STILLWATER","TOWN","30","07"
"150008","NY"," 32",,,"147.77","RT 423 JCT","CR 67 QUAKER SPRINGS","SARATOGA","STILLWATER","TOWN","30","08"
"150354","NY"," 32",,"BROAD ST","153.65","CR 67 QUAKER SPRINGS","START RT 4 OLAP SCHUYLERVILL","SARATOGA","SARATOGA","TOWN","30","08"
"150373","NY"," 32",,,"158.01","END RT 4 OLAP","RUGG RD","SARATOGA","NORTHUMBERLAND","TOWN","30","08"
"150374","NY"," 32",,,"161.68","RUGG RD","PETERS RD","SARATOGA","NORTHUMBERLAND","TOWN","30","08"
"150359","NY"," 32",,,"163.39","PETERS RD","RT 50 JCT GANSEVOORT","SARATOGA","NORTHUMBERLAND","TOWN","30","08"
"150363","NY"," 32",,,"167.68","RT 50 JCT GANSEVOORT","RT 197 JCT","SARATOGA","MOREAU","TOWN","30","07"
"150368","NY"," 32",,"GANSVOORT RD","170.26","RT 197 JCT","START RT 9 OLAP","SARATOGA","MOREAU","TOWN","30","16"
"170029","NY"," 32",,"WARREN ST","172.20","END RT 9 OLAP RT 9L JCT","RT 911E JCT","WARREN","GLENS FALLS","CITY","30","14"
"170001","NY"," 32",,,"172.45","RT 911E JCT","JCT RT 254","WARREN","QUEENSBURY","TOWN","30","14"
